content,content_clean,content_preprocessing,polarity_score,polarity
"Dear developer yang terhormat, tolong postingan dosen yang terbaru di letak paling atas, masa postingan yang lama di paling atas dan yang terbaru di bawahnya, saya kira ga ada postingan lgi. Tolong lh di perbaiki, walaupun postingan yang lama komentarnya 1 jt triliun jgn lgi di naikin ke atas. Gimna mau nyaman make nya.",dear developer yang terhormat tolong postingan dosen yang terbaru di letak paling atas masa postingan yang lama di paling atas dan yang terbaru di bawahnya saya kira ga ada postingan lgi tolong lh di perbaiki walaupun postingan yang lama komentarnya  jt triliun jgn lgi di naikin ke atas gimna mau nyaman make nya,"['dear', 'developer', 'hormat', 'postingan', 'dosen', 'baru', 'letak', 'paling', 'atas', 'masa', 'postingan', 'lama', 'paling', 'atas', 'baru', 'bawah', 'kira', 'ga', 'postingan', 'lgi', 'lh', 'baik', 'walaupun', 'postingan', 'lama', 'komentar', 'jt', 'triliun', 'jgn', 'lgi', 'naikin', 'atas', 'gimna', 'mau', 'nyaman', 'make', 'nya']",-8,negative
Gak bisa scan qr absen,gak bisa scan qr absen,"['gak', 'scan', 'qr', 'absen']",-3,negative
Membantu,membantu,['bantu'],-1,negative
Sering log out sendiri,sering log out sendiri,"['sering', 'log', 'out', 'sendiri']",0,negative
"Jelek bgt tiba2 keluar udh d update juga terus masa data tidak d temukan,tpi d web bisa 👎",jelek bgt tiba keluar udh d update juga terus masa data tidak d temukantpi d web bisa,"['jelek', 'bgt', 'tiba', 'keluar', 'udh', 'd', 'update', 'terus', 'masa', 'data', 'd', 'temukantpi', 'd', 'web']",-11,negative
Biar bintang yng bicara,biar bintang yng bicara,"['biar', 'bintang', 'yng', 'bicara']",-2,negative
Udh lumayan bgt lah,udh lumayan bgt lah,"['udh', 'lumayan', 'bgt', 'lah']",-1,negative
"Sudah membuat sekali apk ini tapi sayang nya, tiap kali di up masalah yg timbul malah aneh aneh. Ini kenapa file yang di kirim dosen tidak bisa di buka padahal sudah selesai terundo. Sekian dan terimakasih",sudah membuat sekali apk ini tapi sayang nya tiap kali di up masalah yg timbul malah aneh aneh ini kenapa file yang di kirim dosen tidak bisa di buka padahal sudah selesai terundo sekian dan terimakasih,"['buat', 'sekali', 'apk', 'sayang', 'nya', 'tiap', 'kali', 'up', 'masalah', 'yg', 'timbul', 'malah', 'aneh', 'aneh', 'file', 'kirim', 'dosen', 'buka', 'padahal', 'selesai', 'terundo', 'sekian', 'terimakasih']",-2,negative
JELEK BANGET. Masa tiap klik kelas akademik tbtb keluar sendiri terus. Udah berapa minggu kek gini percuma banget download dihp tapi gabisa kepake,jelek banget masa tiap klik kelas akademik tbtb keluar sendiri terus udah berapa minggu kek gini percuma banget download dihp tapi gabisa kepake,"['jelek', 'banget', 'masa', 'tiap', 'klik', 'kelas', 'akademik', 'tbtb', 'keluar', 'sendiri', 'terus', 'udah', 'berapa', 'minggu', 'kek', 'gin', 'percuma', 'banget', 'download', 'dihp', 'gabisa', 'kepake']",-12,negative
Lho kok luama bangat duonloadnya aku dah pake wife,lho kok luama bangat duonloadnya aku dah pake wife,"['lho', 'kok', 'luama', 'bangat', 'duonloadnya', 'aku', 'dah', 'pake', 'wife']",-2,negative
Kenapa edlink selalu update terus sih. Banyak sekali erornya. Gak bagus aplikasi ini.,kenapa edlink selalu update terus sih banyak sekali erornya gak bagus aplikasi ini,"['edlink', 'selalu', 'update', 'terus', 'sih', 'banyak', 'sekali', 'eror', 'gak', 'bagus', 'aplikasi']",-11,negative
Hallo . Kenapah sih saya gak bisa posting ke informasi selalu muncur gangguan jarian,hallo  kenapah sih saya gak bisa posting ke informasi selalu muncur gangguan jarian,"['hallo', 'kenapah', 'sih', 'gak', 'posting', 'informasi', 'selalu', 'muncur', 'ganggu', 'jari']",-5,negative
Akhir ini edlink terhenti mulu😏,akhir ini edlink terhenti mulu,"['akhir', 'edlink', 'henti', 'mulu']",-3,negative
Tolonglah perbaiki jangan lelet trus..dikit2 harus upgrade trs,tolonglah perbaiki jangan lelet trusdikit harus upgrade trs,"['tolong', 'baik', 'jangan', 'lelet', 'trusdikit', 'upgrade', 'trs']",0,negative
Tolong aplikasi nya di update lagi.. Bagi pengguna smartphone kami tidak bisa melihat unduhan materi yg dikirmkan dosen karena tidak tersimpan di aplikasi nya. ini menjadi kesulitan kami dalam belajar maksimal dan efisien.,tolong aplikasi nya di update lagi bagi pengguna smartphone kami tidak bisa melihat unduhan materi yg dikirmkan dosen karena tidak tersimpan di aplikasi nya ini menjadi kesulitan kami dalam belajar maksimal dan efisien,"['aplikasi', 'nya', 'update', 'guna', 'smartphone', 'lihat', 'unduh', 'materi', 'yg', 'dikirmkan', 'dosen', 'simpan', 'aplikasi', 'nya', 'jadi', 'sulit', 'ajar', 'maksimal', 'efisien']",-2,negative
"Tolong diperbaiki dong, jadi gak bisa liat file yg telah di dwnld setelah di perbarui",tolong diperbaiki dong jadi gak bisa liat file yg telah di dwnld setelah di perbarui,"['baik', 'dong', 'jadi', 'gak', 'liat', 'file', 'yg', 'dwnld', 'baru']",2,positive
Kak ini kenapa ya kalo saya mau ngunduh file pdf atau word yang diberikan dosen gabisa ya malah disuruh cek lagi,kak ini kenapa ya kalo saya mau ngunduh file pdf atau word yang diberikan dosen gabisa ya malah disuruh cek lagi,"['kak', 'kalo', 'mau', 'ngunduh', 'file', 'pdf', 'word', 'beri', 'dosen', 'gabisa', 'malah', 'suruh', 'cek']",-2,negative
Terlalu ribet,terlalu ribet,"['terlalu', 'ribet']",-7,negative
"Najis lemot banget servernya, makin d upgrade malah makin gk enak",najis lemot banget servernya makin d upgrade malah makin gk enak,"['najis', 'lot', 'banget', 'servernya', 'makin', 'd', 'upgrade', 'malah', 'makin', 'gk', 'enak']",-3,negative
Kenapa yah setiap buka edlink harus di update terus:(,kenapa yah setiap buka edlink harus di update terus,"['yah', 'buka', 'edlink', 'update', 'terus']",0,negative
Menjadilah,menjadilah,['jadi'],-1,negative
"Sangat sedih karena saya harus mengulang kembali mengirimkan tugas pada dosen pasalnya tiba-tiba filenya hilang saat saya kembali login... Untuk kedepannya saya harap tidak ada masalah lagi, terimakasih",sangat sedih karena saya harus mengulang kembali mengirimkan tugas pada dosen pasalnya tibatiba filenya hilang saat saya kembali login untuk kedepannya saya harap tidak ada masalah lagi terimakasih,"['sangat', 'sedih', 'ulang', 'kirim', 'tugas', 'dosen', 'pasal', 'tibatiba', 'filenya', 'hilang', 'login', 'depan', 'harap', 'masalah', 'terimakasih']",-10,negative
"keseringan update bukannya makin bagus malah makin rusak apknya, keluar sendiri trus ladang suka eror harus akses lewat web klo mau buka edlink🔪",keseringan update bukannya makin bagus malah makin rusak apknya keluar sendiri trus ladang suka eror harus akses lewat web klo mau buka edlink,"['sering', 'update', 'bukan', 'makin', 'bagus', 'malah', 'makin', 'rusak', 'apknya', 'keluar', 'sendiri', 'trus', 'ladang', 'suka', 'eror', 'akses', 'lewat', 'web', 'klo', 'mau', 'buka', 'edlink']",-8,negative
Oke sekali 😂,oke sekali,"['oke', 'sekali']",1,positive
Kuliah online jadi mudah,kuliah online jadi mudah,"['kuliah', 'online', 'jadi', 'mudah']",1,positive
Saya selalu mahasiswa merasa kecewa sekli dengan aplikasi ini sdh brpa kali aku login untuk masuk untuk megerjakan tugas tpi ngak bisa login di pake akun siakad kampus ttp ngak jadi pake akun email ngak jadi jug🤔🤔🙄😏,saya selalu mahasiswa merasa kecewa sekli dengan aplikasi ini sdh brpa kali aku login untuk masuk untuk megerjakan tugas tpi ngak bisa login di pake akun siakad kampus ttp ngak jadi pake akun email ngak jadi jug🤔🤔,"['selalu', 'mahasiswa', 'rasa', 'kecewa', 'sekli', 'aplikasi', 'sdh', 'brpa', 'kali', 'aku', 'login', 'masuk', 'megerjakan', 'tugas', 'tpi', 'ngak', 'login', 'pake', 'akun', 'siakad', 'kampus', 'ttp', 'ngak', 'jadi', 'pake', 'akun', 'email', 'ngak', 'jadi', 'jug']",-11,negative
Good..sangat membantu dlm tugas,goodsangat membantu dlm tugas,"['goodsangat', 'bantu', 'dlm', 'tugas']",-2,negative
"Keluar sendiri dari akun edlink siakad di hp. Pas isi lolom buat masuk lagi eh malah ga bisa. Tapi giliran di buka di pc, baru bisa. Kenapa ya? Padahal ngrrjain apa apa di hp saat ini tuh memudahkan banget. Ini malah kudu balik lagi ke.. laptop. Eeaa",keluar sendiri dari akun edlink siakad di hp pas isi lolom buat masuk lagi eh malah ga bisa tapi giliran di buka di pc baru bisa kenapa ya padahal ngrrjain apa apa di hp saat ini tuh memudahkan banget ini malah kudu balik lagi ke laptop eeaa,"['keluar', 'sendiri', 'akun', 'edlink', 'siakad', 'hp', 'pas', 'isi', 'lolom', 'buat', 'masuk', 'eh', 'malah', 'ga', 'gilir', 'buka', 'pc', 'baru', 'padahal', 'ngrrjain', 'apa', 'apa', 'hp', 'tuh', 'mudah', 'banget', 'malah', 'kudu', 'balik', 'laptop', 'eeaa']",-13,negative
Joob,joob,['joob'],0,negative
Susah mengirim tugas padahal sudah ada di file document tapi pas buka edlink gak adaa,susah mengirim tugas padahal sudah ada di file document tapi pas buka edlink gak adaa,"['susah', 'kirim', 'tugas', 'padahal', 'file', 'document', 'pas', 'buka', 'edlink', 'gak', 'adaa']",1,positive
"Min, kenapa kami gak bisa login lewat website? Padahal sebelumnya login lewat siakad aman2 aja",min kenapa kami gak bisa login lewat website padahal sebelumnya login lewat siakad aman aja,"['min', 'gak', 'login', 'lewat', 'website', 'padahal', 'belum', 'login', 'lewat', 'siakad', 'aman', 'aja']",-5,negative
Cukup membantu dalam proses pembelajaran daring,cukup membantu dalam proses pembelajaran daring,"['cukup', 'bantu', 'proses', 'ajar', 'daring']",-7,negative
Android versi 10 tidak bisa melihat file di berkas,android versi  tidak bisa melihat file di berkas,"['android', 'versi', 'lihat', 'file', 'berkas']",3,positive
Banyak eror nya,banyak eror nya,"['banyak', 'eror', 'nya']",-4,negative
"Gara"" edlink anjlok nilai ku njir",gara edlink anjlok nilai ku njir,"['gara', 'edlink', 'anjlok', 'nilai', 'ku', 'njir']",-6,negative
Edlink nih Ose knp kuis kuis su pake waktu baru maso eror eror ini Ose bgmna,edlink nih ose knp kuis kuis su pake waktu baru maso eror eror ini ose bgmna,"['edlink', 'nih', 'ose', 'knp', 'kuis', 'kuis', 'su', 'pake', 'waktu', 'baru', 'maso', 'eror', 'eror', 'ose', 'bgmna']",-8,negative
Gk danta,gk danta,"['gk', 'danta']",0,negative
Tolong dong,tolong dong,['dong'],0,negative
"Mengecewakan, tidak bisa unduh materi",mengecewakan tidak bisa unduh materi,"['kecewa', 'unduh', 'materi']",0,negative
"Saya seorang mahasiswa selaku pengguna aplikasi tersebut merasa kecewa, entah kesalahan ini datang dari dosen saya ataukah dari aplikasi tersebut. Nilai UTS satu kelas saya eror, paling tinggi hanya dapat 30an padahal soal dan jawaban sama percis dengan kelas lain tapi nilai kami berbeda. Secara keseluruhan aplikasi tersebut memiliki tampilan yan bagus dengan pemilihan warna yang nyaman untuk dilihat dalam waktu yang cukup lama dan juga untuk mengerjakan tugas atau kuis di edlink sangat bagus.",saya seorang mahasiswa selaku pengguna aplikasi tersebut merasa kecewa entah kesalahan ini datang dari dosen saya ataukah dari aplikasi tersebut nilai uts satu kelas saya eror paling tinggi hanya dapat an padahal soal dan jawaban sama percis dengan kelas lain tapi nilai kami berbeda secara keseluruhan aplikasi tersebut memiliki tampilan yan bagus dengan pemilihan warna yang nyaman untuk dilihat dalam waktu yang cukup lama dan juga untuk mengerjakan tugas atau kuis di edlink sangat bagus,"['orang', 'mahasiswa', 'selaku', 'guna', 'aplikasi', 'sebut', 'rasa', 'kecewa', 'entah', 'salah', 'datang', 'dosen', 'atau', 'aplikasi', 'sebut', 'nilai', 'uts', 'satu', 'kelas', 'eror', 'paling', 'tinggi', 'an', 'padahal', 'soal', 'jawab', 'sama', 'percis', 'kelas', 'nilai', 'beda', 'seluruh', 'aplikasi', 'sebut', 'milik', 'tampil', 'yan', 'bagus', 'pilih', 'warna', 'nyaman', 'lihat', 'waktu', 'cukup', 'lama', 'kerja', 'tugas', 'kuis', 'edlink', 'sangat', 'bagus']",-33,negative
Maaf untuk android 11 masih ada bug tidak bisa upload file,maaf untuk android  masih ada bug tidak bisa upload file,"['maaf', 'android', 'bug', 'upload', 'file']",-1,negative
"Semakin update, edlink malah semakin lelet, dari buka aplikasi sering gangguan, terus buka kelas lambat banget, download sama upload file sering gangguan dan error",semakin update edlink malah semakin lelet dari buka aplikasi sering gangguan terus buka kelas lambat banget download sama upload file sering gangguan dan error,"['makin', 'update', 'edlink', 'malah', 'makin', 'lelet', 'buka', 'aplikasi', 'sering', 'ganggu', 'terus', 'buka', 'kelas', 'lambat', 'banget', 'download', 'sama', 'upload', 'file', 'sering', 'ganggu', 'error']",-5,negative
"Mohon segera diperbaiki admin untuk software nya, karena menyakut tugas"" materi diberikan kepada mahasiswa, kalau eror gini gimana untuk pembelajaran nnyaa...",mohon segera diperbaiki admin untuk software nya karena menyakut tugas materi diberikan kepada mahasiswa kalau eror gini gimana untuk pembelajaran nnyaa,"['mohon', 'segera', 'baik', 'admin', 'software', 'nya', 'menyakut', 'tugas', 'materi', 'beri', 'mahasiswa', 'kalau', 'eror', 'gin', 'gimana', 'ajar', 'nnyaa']",-6,negative
"Tolong ini edlink makin ada update makin tidak jelas, file yg dikirim dosen selalu tidak bisa terbuka dan kenapa file setiap mau dibuka harus download ulang dan sering tidak tersimpan. Tolong diperbaiki ini karena sangat menyusahkan perkuliahan kami",tolong ini edlink makin ada update makin tidak jelas file yg dikirim dosen selalu tidak bisa terbuka dan kenapa file setiap mau dibuka harus download ulang dan sering tidak tersimpan tolong diperbaiki ini karena sangat menyusahkan perkuliahan kami,"['edlink', 'makin', 'update', 'makin', 'jelas', 'file', 'yg', 'kirim', 'dosen', 'selalu', 'buka', 'file', 'mau', 'buka', 'download', 'ulang', 'sering', 'simpan', 'baik', 'sangat', 'susah', 'kuliah']",4,positive
Data nya malah hilang setelah di-update,data nya malah hilang setelah diupdate,"['data', 'nya', 'malah', 'hilang', 'diupdate']",-4,negative
"Apk ribet upload tugas gak ketemu padahal jelas2 ada di folder gak jelas banget,terus update juga perlu ruang sangat besar apk cacat,ribet, ukuran besar pula ngga banget pokoknya.",apk ribet upload tugas gak ketemu padahal jelas ada di folder gak jelas bangetterus update juga perlu ruang sangat besar apk cacatribet ukuran besar pula ngga banget pokoknya,"['apk', 'ribet', 'upload', 'tugas', 'gak', 'ketemu', 'padahal', 'jelas', 'folder', 'gak', 'jelas', 'bangetterus', 'update', 'perlu', 'ruang', 'sangat', 'besar', 'apk', 'cacatribet', 'ukur', 'besar', 'ngga', 'banget', 'pokok']",-10,negative
"Gara"" Nie aplikasi suka alpha aku kalo kuliah padahal aku hadir",gara nie aplikasi suka alpha aku kalo kuliah padahal aku hadir,"['gara', 'nie', 'aplikasi', 'suka', 'alpha', 'aku', 'kalo', 'kuliah', 'padahal', 'aku', 'hadir']",-6,negative
Sangat bagus kinerja aplikasi ini❤️ Saya sangat suka,sangat bagus kinerja aplikasi ini❤️ saya sangat suka,"['sangat', 'bagus', 'kerja', 'aplikasi', 'ini', 'sangat', 'suka']",-6,negative
Tidak dapat sign up,tidak dapat sign up,"['sign', 'up']",0,negative
"Saya mau bertanya, setelah melakukan pembaharuan ada info izinkan audio dan video, apakah fungsi tersebut dapat merekam ucapan dan aktivitas kita pada saat pengerjaan?. Tolong penjelasannya",saya mau bertanya setelah melakukan pembaharuan ada info izinkan audio dan video apakah fungsi tersebut dapat merekam ucapan dan aktivitas kita pada saat pengerjaan tolong penjelasannya,"['mau', 'tanya', 'laku', 'baharu', 'info', 'izin', 'audio', 'video', 'fungsi', 'sebut', 'rekam', 'ucap', 'aktivitas', 'kerja', 'jelas']",-6,negative
Aplikasi gajelas makin di update makin gk bisa digunain,aplikasi gajelas makin di update makin gk bisa digunain,"['aplikasi', 'gajelas', 'makin', 'update', 'makin', 'gk', 'digunain']",0,negative
"Kemarin update udah 3 kali masih kurang bagus aplikasinya, pas update ke 4 kalinya, baru baguss aplikasinya 😊",kemarin update udah  kali masih kurang bagus aplikasinya pas update ke  kalinya baru baguss aplikasinya,"['kemarin', 'update', 'udah', 'kali', 'kurang', 'bagus', 'aplikasi', 'pas', 'update', 'kali', 'baru', 'baguss', 'aplikasi']",-10,negative
"Kak, download filenya skarang kok ga langsung masuk di edlink file ya. Bisa terdownload dan dibuka tapi tempat filenya ga speri sebelumnya. Mohon diperbaiki ya",kak download filenya skarang kok ga langsung masuk di edlink file ya bisa terdownload dan dibuka tapi tempat filenya ga speri sebelumnya mohon diperbaiki ya,"['kak', 'download', 'filenya', 'skarang', 'kok', 'ga', 'langsung', 'masuk', 'edlink', 'file', 'terdownload', 'buka', 'tempat', 'filenya', 'ga', 'speri', 'belum', 'mohon', 'baik']",-1,negative
"Hallo Hallo, Kenapa saya baru Update ini Apk, File yang pernah saya download menghilang semua ya?? Kejadian ini juga di alami beberapa teman saya juga. Edit: Mau tidak mau saya download ulang, untungnya file yang di uplod masih bisa di download lg.",hallo hallo kenapa saya baru update ini apk file yang pernah saya download menghilang semua ya kejadian ini juga di alami beberapa teman saya juga edit mau tidak mau saya download ulang untungnya file yang di uplod masih bisa di download lg,"['hallo', 'hallo', 'baru', 'update', 'apk', 'file', 'pernah', 'download', 'hilang', 'semua', 'jadi', 'alami', 'beberapa', 'teman', 'edit', 'mau', 'mau', 'download', 'ulang', 'untung', 'file', 'uplod', 'download', 'lg']",10,positive
"Kok update terus ya ,, klaw gini terus bisa² eror",kok update terus ya  klaw gini terus bisa² eror,"['kok', 'update', 'terus', 'klaw', 'gin', 'terus', 'bisa', 'eror']",-4,negative
"Lag, uploud file lama kali, storage sikit (pelit bet), makin rusak ni app",lag uploud file lama kali storage sikit pelit bet makin rusak ni app,"['lag', 'uploud', 'file', 'lama', 'kali', 'storage', 'sikit', 'pelit', 'bet', 'makin', 'rusak', 'ni', 'app']",-7,negative
Setelah di update aplikasinya error trus susah kirim tugas juga 😭,setelah di update aplikasinya error trus susah kirim tugas juga,"['update', 'aplikasi', 'error', 'trus', 'susah', 'kirim', 'tugas']",-11,negative
Bagus si,bagus si,"['bagus', 'si']",-2,negative
Lelet banget,lelet banget,"['lelet', 'banget']",1,positive
Kenapa edlink saya tidak bisa memutar video yang di berikan oleh dosen saya. Setiap saya klik ada kesalahan dalam pemutar video. Padahal dosen saya mengirim perkuliahan lewat video.,kenapa edlink saya tidak bisa memutar video yang di berikan oleh dosen saya setiap saya klik ada kesalahan dalam pemutar video padahal dosen saya mengirim perkuliahan lewat video,"['edlink', 'putar', 'video', 'ikan', 'dosen', 'klik', 'salah', 'putar', 'video', 'padahal', 'dosen', 'kirim', 'kuliah', 'lewat', 'video']",-6,negative
Kalau ada notifikasi pasti selalu nge-vibrate. Itu gimana matiinnya ya? Makan tuh bintang 1.,kalau ada notifikasi pasti selalu ngevibrate itu gimana matiinnya ya makan tuh bintang,"['kalau', 'notifikasi', 'selalu', 'ngevibrate', 'gimana', 'matiinnya', 'makan', 'tuh', 'bintang']",-1,negative
Menyenangkan,menyenangkan,['senang'],1,positive
manatap,manatap,['manatap'],0,negative
Knapa g bisa di download ya,knapa g bisa di download ya,"['knapa', 'g', 'download']",0,negative
Aplikasi abal abal cap gomeh,aplikasi abal abal cap gomeh,"['aplikasi', 'abal', 'abal', 'cap', 'gomeh']",-4,negative
Sanggat baik,sanggat baik,"['sanggat', 'baik']",2,positive
Selalu error,selalu error,"['selalu', 'error']",-5,negative
Yg versi lama bisa upload tugas file pdf.. Di versi yang sekarang kok file nya ga ad yah??? Ga kebaca gitu,yg versi lama bisa upload tugas file pdf di versi yang sekarang kok file nya ga ad yah ga kebaca gitu,"['yg', 'versi', 'lama', 'upload', 'tugas', 'file', 'pdf', 'versi', 'sekarang', 'kok', 'file', 'nya', 'ga', 'ad', 'yah', 'ga', 'baca', 'gitu']",-3,negative
